time,tavg,tmin,tmax,prcp,location,snow,wdir,wspd,wpgt,pres,tsun
03-05-2001,26.7,,35.0,,BangaloreCity,,,,,,
04-05-2001,25.6,21.4,33.7,,BangaloreCity,,,,,,
05-05-2001,27.3,21.9,33.8,15.0,BangaloreCity,,,,,,
06-05-2001,26.8,21.5,34.0,0.0,BangaloreCity,,,,,,
07-05-2001,25.2,21.4,31.1,,BangaloreCity,,,,,,
08-05-2001,26.9,21.7,33.4,,BangaloreCity,,,,,,
09-05-2001,27.9,22.9,33.8,,BangaloreCity,,,,,,
10-05-2001,27.4,22.1,34.4,,BangaloreCity,,,,,,
11-05-2001,28.6,,35.3,,BangaloreCity,,,,,,
12-05-2001,28.3,23.5,35.1,,BangaloreCity,,,,,,
13-05-2001,28.4,22.4,34.1,,BangaloreCity,,,,,,
14-05-2001,27.1,21.7,33.7,,BangaloreCity,,,,,,
15-05-2001,27.9,22.0,35.2,,BangaloreCity,,,,,,
16-05-2001,28.2,22.4,35.0,,BangaloreCity,,,,,,
17-05-2001,27.3,22.2,33.2,,BangaloreCity,,,,,,
18-05-2001,27.5,22.1,,,BangaloreCity,,,,,,
19-05-2001,27.3,22.1,33.6,,BangaloreCity,,,,,,
20-05-2001,25.9,22.0,32.9,,BangaloreCity,,,,,,
21-05-2001,26.5,,32.7,,BangaloreCity,,,,,,
22-05-2001,25.8,21.5,31.4,,BangaloreCity,,,,,,
23-05-2001,24.6,,32.0,,BangaloreCity,,,,,,
24-05-2001,25.3,20.8,31.2,,BangaloreCity,,,,,,
25-05-2001,25.4,,30.8,,BangaloreCity,,,,,,
26-05-2001,24.9,,32.4,,BangaloreCity,,,,,,
27-05-2001,24.6,19.6,32.9,,BangaloreCity,,,,,,
28-05-2001,23.9,,32.0,,BangaloreCity,,,,,,
29-05-2001,24.6,19.5,30.3,,BangaloreCity,,,,,,
30-05-2001,24.6,19.5,31.0,,BangaloreCity,,,,,,
31-05-2001,27.1,20.2,,,BangaloreCity,,,,,,
01-06-2001,27.1,21.7,33.2,,BangaloreCity,,,,,,
02-06-2001,26.6,,31.1,,BangaloreCity,,,,,,
03-06-2001,25.5,22.5,30.0,,BangaloreCity,,,,,,
04-06-2001,25.4,22.2,29.0,0.0,BangaloreCity,,,,,,
05-06-2001,24.1,21.4,28.4,,BangaloreCity,,,,,,
06-06-2001,24.7,20.3,30.2,,BangaloreCity,,,,,,
07-06-2001,24.1,20.5,29.7,,BangaloreCity,,,,,,
08-06-2001,24.1,20.4,30.0,,BangaloreCity,,,,,,
09-06-2001,25.1,,30.9,,BangaloreCity,,,,,,
10-06-2001,24.0,20.8,28.8,,BangaloreCity,,,,,,
11-06-2001,22.8,20.7,27.6,,BangaloreCity,,,,,,
12-06-2001,23.2,20.0,28.0,5.1,BangaloreCity,,,,,,
13-06-2001,21.9,,27.4,0.8,BangaloreCity,,,,,,
14-06-2001,22.4,19.9,26.8,2.0,BangaloreCity,,,,,,
15-06-2001,22.8,19.8,27.2,3.0,BangaloreCity,,,,,,
16-06-2001,23.8,19.8,29.6,0.0,BangaloreCity,,,,,,
17-06-2001,24.1,19.8,30.7,,BangaloreCity,,,,,,
18-06-2001,24.6,19.7,31.0,,BangaloreCity,,,,,,
19-06-2001,24.2,20.8,28.9,,BangaloreCity,,,,,,
20-06-2001,24.2,20.8,30.2,,BangaloreCity,,,,,,
21-06-2001,24.7,20.6,29.8,,BangaloreCity,,,,,,
22-06-2001,24.8,20.5,30.2,,BangaloreCity,,,,,,
23-06-2001,25.4,21.2,31.1,,BangaloreCity,,,,,,
24-06-2001,24.8,20.5,30.5,,BangaloreCity,,,,,,
25-06-2001,25.4,20.7,31.6,,BangaloreCity,,,,,,
26-06-2001,25.2,21.6,,,BangaloreCity,,,,,,
27-06-2001,24.4,20.5,31.1,,BangaloreCity,,,,,,
28-06-2001,23.2,20.3,29.6,,BangaloreCity,,,,,,
29-06-2001,22.6,20.1,29.0,,BangaloreCity,,,,,,
30-06-2001,23.4,19.4,27.2,,BangaloreCity,,,,,,
01-07-2001,23.6,20.2,30.3,,BangaloreCity,,,,,,
02-07-2001,22.7,20.0,29.0,,BangaloreCity,,,,,,
03-07-2001,23.3,19.9,29.6,,BangaloreCity,,,,,,
04-07-2001,23.2,20.3,27.7,,BangaloreCity,,,,,,
05-07-2001,22.7,19.6,27.1,,BangaloreCity,,,,,,
06-07-2001,23.5,20.7,28.4,,BangaloreCity,,,,,,
07-07-2001,23.6,20.9,27.8,,BangaloreCity,,,,,,
08-07-2001,23.8,21.3,29.2,,BangaloreCity,,,,,,
09-07-2001,23.9,20.7,28.9,0.0,BangaloreCity,,,,,,
10-07-2001,24.1,20.3,28.9,,BangaloreCity,,,,,,
11-07-2001,23.3,20.4,28.0,0.0,BangaloreCity,,,,,,
12-07-2001,22.7,20.3,27.7,,BangaloreCity,,,,,,
13-07-2001,22.9,20.2,29.6,,BangaloreCity,,,,,,
14-07-2001,23.9,20.1,30.6,,BangaloreCity,,,,,,
15-07-2001,22.4,20.5,28.4,,BangaloreCity,,,,,,
16-07-2001,21.7,,27.2,,BangaloreCity,,,,,,
17-07-2001,21.9,,26.8,,BangaloreCity,,,,,,
18-07-2001,22.9,19.4,28.2,0.0,BangaloreCity,,,,,,
19-07-2001,23.7,19.5,28.2,,BangaloreCity,,,,,,
20-07-2001,24.4,20.4,29.7,0.0,BangaloreCity,,,,,,
21-07-2001,24.1,20.2,29.7,,BangaloreCity,,,,,,
22-07-2001,24.5,18.8,30.2,,BangaloreCity,,,,,,
23-07-2001,24.6,19.2,30.6,,BangaloreCity,,,,,,
24-07-2001,24.9,20.9,31.1,,BangaloreCity,,,,,,
25-07-2001,24.6,21.0,30.2,,BangaloreCity,,,,,,
26-07-2001,22.2,,28.1,0.0,BangaloreCity,,,,,,
27-07-2001,22.7,19.4,28.5,23.1,BangaloreCity,,,,,,
28-07-2001,23.6,20.4,27.8,19.1,BangaloreCity,,,,,,
29-07-2001,22.2,,28.0,0.3,BangaloreCity,,,,,,
30-07-2001,23.4,19.3,28.8,0.5,BangaloreCity,,,,,,
31-07-2001,22.9,,26.6,7.9,BangaloreCity,,,,,,
01-08-2001,21.8,19.9,26.8,16.3,BangaloreCity,,,,,,
02-08-2001,21.5,19.8,26.2,2.0,BangaloreCity,,,,,,
03-08-2001,21.3,19.5,25.1,15.0,BangaloreCity,,,,,,
04-08-2001,21.5,19.4,27.4,1.0,BangaloreCity,,,,,,
05-08-2001,21.9,19.7,26.9,4.1,BangaloreCity,,,,,,
06-08-2001,21.9,19.2,26.2,8.9,BangaloreCity,,,,,,
07-08-2001,21.7,19.2,24.5,6.1,BangaloreCity,,,,,,
08-08-2001,22.2,19.7,26.8,0.0,BangaloreCity,,,,,,
09-08-2001,23.3,19.2,27.9,6.1,BangaloreCity,,,,,,
10-08-2001,22.8,20.7,27.6,0.0,BangaloreCity,,,,,,
11-08-2001,21.6,20.0,,5.1,BangaloreCity,,,,,,
12-08-2001,24.2,19.9,28.4,0.8,BangaloreCity,,,,,,
13-08-2001,22.6,19.8,,0.0,BangaloreCity,,,,,,
14-08-2001,22.6,,26.2,3.0,BangaloreCity,,,,,,
15-08-2001,23.0,19.6,27.6,0.0,BangaloreCity,,,,,,
16-08-2001,22.6,19.9,28.2,0.0,BangaloreCity,,,,,,
17-08-2001,23.0,19.9,27.6,0.8,BangaloreCity,,,,,,
18-08-2001,22.8,19.8,27.5,0.8,BangaloreCity,,,,,,
19-08-2001,21.6,,27.2,0.3,BangaloreCity,,,,,,
20-08-2001,20.4,18.7,27.4,1.0,BangaloreCity,,,,,,
21-08-2001,22.6,19.5,28.3,2.0,BangaloreCity,,,,,,
22-08-2001,23.2,19.4,29.6,2.0,BangaloreCity,,,,,,
23-08-2001,22.9,,28.8,0.0,BangaloreCity,,,,,,
24-08-2001,22.9,20.1,30.0,0.5,BangaloreCity,,,,,,
25-08-2001,24.1,20.8,,0.0,BangaloreCity,,,,,,
26-08-2001,23.9,,29.4,0.0,BangaloreCity,,,,,,
27-08-2001,22.9,20.0,28.9,7.1,BangaloreCity,,,,,,
28-08-2001,23.5,20.1,28.8,0.0,BangaloreCity,,,,,,
29-08-2001,22.7,18.8,27.6,,BangaloreCity,,,,,,
30-08-2001,23.0,,29.4,,BangaloreCity,,,,,,
31-08-2001,22.3,18.9,,,BangaloreCity,,,,,,
01-09-2001,23.6,,,,BangaloreCity,,,,,,
02-09-2001,23.8,,29.1,,BangaloreCity,,,,,,
03-09-2001,25.6,20.1,31.1,,BangaloreCity,,,,,,
04-09-2001,24.4,20.0,,,BangaloreCity,,,,,,
05-09-2001,24.7,19.7,31.0,,BangaloreCity,,,,,,
06-09-2001,25.1,18.9,30.3,,BangaloreCity,,,,,,
07-09-2001,25.1,20.6,30.1,,BangaloreCity,,,,,,
08-09-2001,23.7,,28.4,0.0,BangaloreCity,,,,,,
09-09-2001,23.4,20.8,30.9,0.5,BangaloreCity,,,,,,
10-09-2001,25.2,20.6,30.6,4.1,BangaloreCity,,,,,,
11-09-2001,23.3,,,0.3,BangaloreCity,,,,,,
12-09-2001,23.6,,27.9,0.0,BangaloreCity,,,,,,
13-09-2001,24.2,20.1,31.2,,BangaloreCity,,,,,,
14-09-2001,23.7,19.9,30.8,6.1,BangaloreCity,,,,,,
15-09-2001,23.9,18.7,29.6,39.1,BangaloreCity,,,,,,
16-09-2001,23.5,,29.1,3.0,BangaloreCity,,,,,,
17-09-2001,24.7,19.3,30.0,35.1,BangaloreCity,,,,,,
18-09-2001,22.9,18.8,27.4,16.0,BangaloreCity,,,,,,
19-09-2001,24.1,20.5,30.8,0.0,BangaloreCity,,,,,,
20-09-2001,23.5,21.1,29.1,5.1,BangaloreCity,,,,,,
21-09-2001,23.3,20.4,28.6,0.0,BangaloreCity,,,,,,
22-09-2001,22.5,19.9,,50.0,BangaloreCity,,,,,,
23-09-2001,23.5,20.0,28.0,17.0,BangaloreCity,,,,,,
24-09-2001,22.9,20.0,28.4,45.0,BangaloreCity,,,,,,
25-09-2001,23.3,20.0,27.4,0.0,BangaloreCity,,,,,,
26-09-2001,23.3,,28.9,,BangaloreCity,,,,,,
27-09-2001,22.1,19.9,26.1,14.0,BangaloreCity,,,,,,
28-09-2001,22.8,19.9,,3.0,BangaloreCity,,,,,,
29-09-2001,23.0,20.6,27.7,0.0,BangaloreCity,,,,,,
30-09-2001,22.7,20.4,28.1,6.1,BangaloreCity,,,,,,
01-10-2001,22.9,20.4,28.4,34.0,BangaloreCity,,,,,,
02-10-2001,23.4,20.2,28.4,2.0,BangaloreCity,,,,,,
03-10-2001,23.5,19.3,28.1,0.0,BangaloreCity,,,,,,
04-10-2001,22.4,,27.6,,BangaloreCity,,,,,,
05-10-2001,23.2,20.9,27.0,,BangaloreCity,,,,,,
06-10-2001,21.1,20.0,22.4,24.9,BangaloreCity,,,,,,
07-10-2001,22.4,19.8,26.5,3.0,BangaloreCity,,,,,,
08-10-2001,22.7,,27.8,17.0,BangaloreCity,,,,,,
09-10-2001,22.9,,28.2,0.0,BangaloreCity,,,,,,
10-10-2001,23.4,19.7,28.6,0.0,BangaloreCity,,,,,,
11-10-2001,24.2,21.0,29.1,,BangaloreCity,,,,,,
12-10-2001,22.0,20.0,25.8,29.0,BangaloreCity,,,,,,
13-10-2001,22.7,20.3,27.0,0.3,BangaloreCity,,,,,,
14-10-2001,21.8,,24.9,3.0,BangaloreCity,,,,,,
15-10-2001,23.1,19.5,26.2,6.1,BangaloreCity,,,,,,
16-10-2001,20.6,19.6,21.6,14.0,BangaloreCity,,,,,,
17-10-2001,19.1,16.8,20.5,5.1,BangaloreCity,,,,,,
18-10-2001,22.5,18.9,27.4,0.0,BangaloreCity,,,,,,
19-10-2001,24.2,20.9,28.7,,BangaloreCity,,,,,,
20-10-2001,23.9,,30.4,,BangaloreCity,,,,,,
21-10-2001,24.2,20.6,29.2,,BangaloreCity,,,,,,
22-10-2001,23.2,19.3,28.8,,BangaloreCity,,,,,,
23-10-2001,22.4,18.8,27.0,,BangaloreCity,,,,,,
24-10-2001,24.1,20.3,29.3,0.0,BangaloreCity,,,,,,
25-10-2001,23.8,20.3,29.9,4.1,BangaloreCity,,,,,,
26-10-2001,23.8,21.3,27.9,2.0,BangaloreCity,,,,,,
27-10-2001,23.6,19.9,28.8,0.0,BangaloreCity,,,,,,
28-10-2001,22.8,19.0,29.4,,BangaloreCity,,,,,,
29-10-2001,22.8,18.3,29.9,,BangaloreCity,,,,,,
30-10-2001,22.7,17.4,,,BangaloreCity,,,,,,
31-10-2001,22.6,18.1,28.2,,BangaloreCity,,,,,,
01-11-2001,23.8,17.9,29.3,,BangaloreCity,,,,,,
02-11-2001,21.7,19.4,26.0,,BangaloreCity,,,,,,
03-11-2001,21.7,,27.2,,BangaloreCity,,,,,,
04-11-2001,23.7,17.7,29.5,,BangaloreCity,,,,,,
05-11-2001,23.2,17.8,28.8,,BangaloreCity,,,,,,
06-11-2001,22.7,20.3,27.9,1.0,BangaloreCity,,,,,,
07-11-2001,21.3,19.1,26.1,15.5,BangaloreCity,,,,,,
08-11-2001,21.8,19.4,26.1,7.1,BangaloreCity,,,,,,
09-11-2001,22.5,18.9,26.8,0.3,BangaloreCity,,,,,,
10-11-2001,22.2,19.1,28.2,0.0,BangaloreCity,,,,,,
11-11-2001,22.7,17.7,28.3,,BangaloreCity,,,,,,
12-11-2001,22.3,17.0,29.0,,BangaloreCity,,,,,,
13-11-2001,22.1,19.4,26.4,,BangaloreCity,,,,,,
14-11-2001,23.3,19.8,27.4,,BangaloreCity,,,,,,
15-11-2001,24.2,20.4,28.6,,BangaloreCity,,,,,,
16-11-2001,22.6,,27.6,,BangaloreCity,,,,,,
17-11-2001,22.8,,27.4,,BangaloreCity,,,,,,
18-11-2001,21.3,,26.4,0.3,BangaloreCity,,,,,,
19-11-2001,22.3,18.5,27.8,3.0,BangaloreCity,,,,,,
20-11-2001,23.1,17.4,28.3,0.0,BangaloreCity,,,,,,
21-11-2001,21.9,17.4,,,BangaloreCity,,,,,,
22-11-2001,21.6,19.3,25.9,,BangaloreCity,,,,,,
23-11-2001,22.1,17.8,27.4,,BangaloreCity,,,,,,
24-11-2001,21.7,18.1,26.4,,BangaloreCity,,,,,,
25-11-2001,21.8,17.3,27.0,,BangaloreCity,,,,,,
26-11-2001,21.3,17.3,27.2,,BangaloreCity,,,,,,
27-11-2001,21.7,16.7,27.9,,BangaloreCity,,,,,,
28-11-2001,21.7,16.9,27.5,,BangaloreCity,,,,,,
29-11-2001,21.4,17.3,27.1,,BangaloreCity,,,,,,
30-11-2001,20.9,16.0,26.4,,BangaloreCity,,,,,,
01-12-2001,21.6,17.9,26.4,,BangaloreCity,,,,,,
02-12-2001,21.5,,,0.0,BangaloreCity,,,,,,
03-12-2001,22.3,15.8,28.3,0.0,BangaloreCity,,,,,,
04-12-2001,22.3,16.1,29.3,,BangaloreCity,,,,,,
05-12-2001,20.4,15.5,28.9,,BangaloreCity,,,,,,
06-12-2001,20.6,14.5,29.1,,BangaloreCity,,,,,,
07-12-2001,20.5,15.0,,,BangaloreCity,,,,,,
08-12-2001,20.1,14.6,28.2,,BangaloreCity,,,,,,
09-12-2001,20.3,13.4,27.5,,BangaloreCity,,,,,,
10-12-2001,20.5,12.3,26.8,,BangaloreCity,,,,,,
11-12-2001,19.7,14.1,26.6,,BangaloreCity,,,,,,
12-12-2001,20.0,13.4,27.0,,BangaloreCity,,,,,,
13-12-2001,20.1,12.4,,,BangaloreCity,,,,,,
14-12-2001,20.3,,26.5,,BangaloreCity,,,,,,
15-12-2001,20.3,15.5,26.5,,BangaloreCity,,,,,,
16-12-2001,20.1,16.7,26.4,,BangaloreCity,,,,,,
17-12-2001,22.0,15.2,28.1,,BangaloreCity,,,,,,
18-12-2001,21.4,18.5,26.4,,BangaloreCity,,,,,,
19-12-2001,20.1,,,,BangaloreCity,,,,,,
20-12-2001,19.4,15.4,22.6,0.0,BangaloreCity,,,,,,
21-12-2001,20.1,17.8,23.1,,BangaloreCity,,,,,,
22-12-2001,19.6,18.2,22.6,,BangaloreCity,,,,,,
23-12-2001,19.0,12.7,20.3,,BangaloreCity,,,,,,
24-12-2001,20.9,17.7,,,BangaloreCity,,,,,,
25-12-2001,20.2,17.5,25.4,,BangaloreCity,,,,,,
26-12-2001,21.3,17.5,26.7,,BangaloreCity,,,,,,
27-12-2001,21.5,17.8,27.6,,BangaloreCity,,,,,,
28-12-2001,21.8,17.0,27.5,,BangaloreCity,,,,,,
29-12-2001,20.9,16.7,27.1,,BangaloreCity,,,,,,
30-12-2001,19.9,,26.5,,BangaloreCity,,,,,,
31-12-2001,19.6,16.9,24.9,,BangaloreCity,,,,,,
01-01-2002,19.9,16.2,,,BangaloreCity,,,,,,
02-01-2002,19.7,15.1,25.5,,BangaloreCity,,,,,,
03-01-2002,18.2,15.0,25.3,,BangaloreCity,,,,,,
04-01-2002,20.6,15.1,26.7,,BangaloreCity,,,,,,
05-01-2002,21.3,18.4,26.3,,BangaloreCity,,,,,,
06-01-2002,22.5,18.2,28.8,,BangaloreCity,,,,,,
07-01-2002,21.9,18.2,27.1,,BangaloreCity,,,,,,
08-01-2002,21.9,18.4,27.5,,BangaloreCity,,,,,,
09-01-2002,20.9,18.4,26.5,,BangaloreCity,,,,,,
10-01-2002,20.2,17.2,,,BangaloreCity,,,,,,
11-01-2002,21.9,16.0,27.9,,BangaloreCity,,,,,,
12-01-2002,21.5,15.4,28.0,,BangaloreCity,,,,,,
13-01-2002,20.1,13.4,28.0,,BangaloreCity,,,,,,
14-01-2002,19.9,12.9,28.2,,BangaloreCity,,,,,,
15-01-2002,20.1,13.6,28.2,,BangaloreCity,,,,,,
16-01-2002,20.7,12.6,27.9,,BangaloreCity,,,,,,
17-01-2002,20.4,14.7,28.8,,BangaloreCity,,,,,,
18-01-2002,19.8,14.8,28.6,,BangaloreCity,,,,,,
19-01-2002,21.7,16.2,28.5,,BangaloreCity,,,,,,
20-01-2002,22.4,17.5,28.4,,BangaloreCity,,,,,,
21-01-2002,22.4,19.4,28.9,,BangaloreCity,,,,,,
22-01-2002,23.4,18.9,30.4,,BangaloreCity,,,,,,
23-01-2002,24.0,19.5,30.6,,BangaloreCity,,,,,,
24-01-2002,24.7,18.3,32.4,,BangaloreCity,,,,,,
25-01-2002,24.1,,30.4,,BangaloreCity,,,,,,
26-01-2002,24.3,18.4,31.4,,BangaloreCity,,,,,,
27-01-2002,24.5,19.7,30.6,,BangaloreCity,,,,,,
28-01-2002,22.4,,28.2,,BangaloreCity,,,,,,
29-01-2002,23.3,18.0,30.2,,BangaloreCity,,,,,,
30-01-2002,21.8,16.9,28.6,,BangaloreCity,,,,,,
31-01-2002,21.7,15.4,27.3,,BangaloreCity,,,,,,
01-02-2002,22.2,18.8,27.5,,BangaloreCity,,,,,,
02-02-2002,19.9,18.5,22.4,,BangaloreCity,,,,,,
03-02-2002,21.1,17.7,26.1,,BangaloreCity,,,,,,
04-02-2002,21.7,16.2,28.8,,BangaloreCity,,,,,,
05-02-2002,22.3,16.3,29.3,,BangaloreCity,,,,,,
06-02-2002,23.0,17.2,30.6,,BangaloreCity,,,,,,
07-02-2002,23.3,18.0,30.8,,BangaloreCity,,,,,,
08-02-2002,24.1,20.2,29.3,,BangaloreCity,,,,,,
09-02-2002,22.4,19.2,28.2,,BangaloreCity,,,,,,
10-02-2002,21.9,17.0,28.8,,BangaloreCity,,,,,,
11-02-2002,23.3,16.3,30.2,,BangaloreCity,,,,,,
12-02-2002,22.6,,29.5,,BangaloreCity,,,,,,
13-02-2002,22.4,16.2,29.0,,BangaloreCity,,,,,,
14-02-2002,22.4,16.3,28.8,,BangaloreCity,,,,,,
15-02-2002,23.2,17.6,30.3,,BangaloreCity,,,,,,
16-02-2002,23.7,16.2,31.0,,BangaloreCity,,,,,,
17-02-2002,23.4,18.3,30.6,,BangaloreCity,,,,,,
18-02-2002,22.7,15.7,31.5,,BangaloreCity,,,,,,
19-02-2002,24.5,17.2,32.3,,BangaloreCity,,,,,,
20-02-2002,24.2,17.5,31.8,,BangaloreCity,,,,,,
21-02-2002,23.9,16.6,31.6,,BangaloreCity,,,,,,
22-02-2002,23.1,15.6,30.9,,BangaloreCity,,,,,,
23-02-2002,21.9,15.8,29.6,,BangaloreCity,,,,,,
24-02-2002,22.6,16.7,31.3,,BangaloreCity,,,,,,
25-02-2002,22.9,13.8,30.8,,BangaloreCity,,,,,,
26-02-2002,24.1,14.7,32.0,,BangaloreCity,,,,,,
27-02-2002,24.6,17.8,32.6,,BangaloreCity,,,,,,
28-02-2002,25.0,18.7,32.4,,BangaloreCity,,,,,,
01-03-2002,24.7,17.6,33.0,,BangaloreCity,,,,,,
02-03-2002,25.3,16.7,33.1,,BangaloreCity,,,,,,
03-03-2002,26.0,17.7,34.0,,BangaloreCity,,,,,,
04-03-2002,25.4,,32.8,,BangaloreCity,,,,,,
05-03-2002,26.0,17.2,33.9,,BangaloreCity,,,,,,
06-03-2002,25.8,17.1,33.7,,BangaloreCity,,,,,,
07-03-2002,26.3,20.0,33.6,,BangaloreCity,,,,,,
08-03-2002,26.3,21.5,32.9,,BangaloreCity,,,,,,
09-03-2002,25.3,21.0,32.1,,BangaloreCity,,,,,,
10-03-2002,25.3,18.6,31.8,,BangaloreCity,,,,,,
11-03-2002,27.1,,34.5,,BangaloreCity,,,,,,
12-03-2002,26.6,20.0,33.9,,BangaloreCity,,,,,,
13-03-2002,26.4,18.3,32.8,,BangaloreCity,,,,,,
14-03-2002,25.7,18.5,33.3,,BangaloreCity,,,,,,
15-03-2002,26.4,20.1,32.8,,BangaloreCity,,,,,,
16-03-2002,26.2,20.9,34.4,,BangaloreCity,,,,,,
17-03-2002,26.4,19.0,33.7,,BangaloreCity,,,,,,
18-03-2002,25.2,19.3,32.7,,BangaloreCity,,,,,,
19-03-2002,25.4,18.7,32.4,,BangaloreCity,,,,,,
20-03-2002,26.0,17.6,33.4,,BangaloreCity,,,,,,
21-03-2002,26.8,,33.4,,BangaloreCity,,,,,,
22-03-2002,27.2,20.9,34.7,,BangaloreCity,,,,,,
23-03-2002,27.0,21.4,33.0,,BangaloreCity,,,,,,
24-03-2002,27.6,21.8,35.4,,BangaloreCity,,,,,,
25-03-2002,28.1,22.3,35.4,,BangaloreCity,,,,,,
26-03-2002,28.9,23.2,35.1,,BangaloreCity,,,,,,
27-03-2002,28.6,,35.2,,BangaloreCity,,,,,,
28-03-2002,27.4,23.0,34.4,,BangaloreCity,,,,,,
29-03-2002,27.2,22.4,35.7,,BangaloreCity,,,,,,
30-03-2002,27.6,22.4,33.8,,BangaloreCity,,,,,,
31-03-2002,27.8,,33.5,,BangaloreCity,,,,,,
01-04-2002,26.5,23.1,,,BangaloreCity,,,,,,
02-04-2002,27.6,22.5,35.4,,BangaloreCity,,,,,,
03-04-2002,28.2,21.7,35.9,,BangaloreCity,,,,,,
04-04-2002,27.6,,35.9,,BangaloreCity,,,,,,
05-04-2002,25.6,19.4,32.5,8.9,BangaloreCity,,,,,,
06-04-2002,26.6,22.0,32.5,0.0,BangaloreCity,,,,,,
07-04-2002,27.4,20.6,33.7,,BangaloreCity,,,,,,
08-04-2002,27.5,21.5,33.6,,BangaloreCity,,,,,,
09-04-2002,27.8,22.2,34.6,,BangaloreCity,,,,,,
10-04-2002,28.1,22.7,34.5,,BangaloreCity,,,,,,
11-04-2002,27.9,22.9,34.0,,BangaloreCity,,,,,,
12-04-2002,27.8,22.9,33.5,,BangaloreCity,,,,,,
13-04-2002,28.0,23.3,33.7,,BangaloreCity,,,,,,
14-04-2002,27.7,21.9,33.9,,BangaloreCity,,,,,,
15-04-2002,27.4,22.6,34.1,,BangaloreCity,,,,,,
16-04-2002,27.9,21.7,34.6,,BangaloreCity,,,,,,
17-04-2002,29.1,,35.0,,BangaloreCity,,,,,,
18-04-2002,27.8,21.7,34.7,,BangaloreCity,,,,,,
19-04-2002,28.8,21.8,34.8,,BangaloreCity,,,,,,
20-04-2002,29.2,,34.7,,BangaloreCity,,,,,,
21-04-2002,28.3,23.4,34.5,,BangaloreCity,,,,,,
22-04-2002,28.4,23.2,35.1,,BangaloreCity,,,,,,
23-04-2002,29.4,22.8,36.1,,BangaloreCity,,,,,,
24-04-2002,29.8,23.3,36.0,,BangaloreCity,,,,,,
25-04-2002,27.7,23.6,34.5,,BangaloreCity,,,,,,
26-04-2002,28.8,23.0,35.5,,BangaloreCity,,,,,,
27-04-2002,29.0,24.1,36.0,,BangaloreCity,,,,,,
28-04-2002,29.5,23.3,36.5,,BangaloreCity,,,,,,
29-04-2002,28.6,23.5,36.0,,BangaloreCity,,,,,,
30-04-2002,29.1,,36.5,,BangaloreCity,,,,,,
01-05-2002,29.2,23.7,35.9,,BangaloreCity,,,,,,
02-05-2002,27.8,21.8,34.3,,BangaloreCity,,,,,,
03-05-2002,27.4,22.6,33.5,,BangaloreCity,,,,,,
04-05-2002,26.4,22.3,32.8,,BangaloreCity,,,,,,
05-05-2002,27.9,23.2,33.6,0.0,BangaloreCity,,,,,,
06-05-2002,28.8,22.7,35.2,0.0,BangaloreCity,,,,,,
07-05-2002,27.8,,36.4,,BangaloreCity,,,,,,
08-05-2002,28.1,21.9,,,BangaloreCity,,,,,,
09-05-2002,28.4,22.9,34.5,,BangaloreCity,,,,,,
10-05-2002,26.7,,34.1,,BangaloreCity,,,,,,
11-05-2002,27.9,21.6,34.2,2.0,BangaloreCity,,,,,,
12-05-2002,29.1,22.8,34.5,0.0,BangaloreCity,,,,,,
13-05-2002,28.4,22.3,34.7,,BangaloreCity,,,,,,
14-05-2002,27.9,22.6,34.7,,BangaloreCity,,,,,,
15-05-2002,26.8,22.9,32.5,,BangaloreCity,,,,,,
16-05-2002,26.3,22.7,34.3,,BangaloreCity,,,,,,
17-05-2002,24.5,,31.8,,BangaloreCity,,,,,,
18-05-2002,25.2,20.7,31.0,,BangaloreCity,,,,,,
19-05-2002,25.1,21.5,30.9,,BangaloreCity,,,,,,
20-05-2002,24.9,21.3,31.4,,BangaloreCity,,,,,,
21-05-2002,26.3,20.3,32.4,,BangaloreCity,,,,,,
22-05-2002,26.8,22.3,32.8,,BangaloreCity,,,,,,
23-05-2002,25.8,,32.5,0.0,BangaloreCity,,,,,,
24-05-2002,27.1,21.9,34.5,5.1,BangaloreCity,,,,,,
25-05-2002,25.0,,32.1,7.1,BangaloreCity,,,,,,
26-05-2002,24.9,19.6,31.3,95.0,BangaloreCity,,,,,,
27-05-2002,25.8,,31.9,0.0,BangaloreCity,,,,,,
28-05-2002,26.3,22.2,32.2,,BangaloreCity,,,,,,
29-05-2002,25.2,21.8,30.5,4.1,BangaloreCity,,,,,,
30-05-2002,26.0,21.7,31.8,0.0,BangaloreCity,,,,,,
31-05-2002,23.0,21.2,32.0,0.3,BangaloreCity,,,,,,
01-06-2002,24.2,,31.7,5.1,BangaloreCity,,,,,,
02-06-2002,24.7,20.0,29.5,35.1,BangaloreCity,,,,,,
03-06-2002,24.4,21.1,29.1,0.0,BangaloreCity,,,,,,
04-06-2002,24.4,20.8,28.4,2.0,BangaloreCity,,,,,,
05-06-2002,26.0,21.2,31.1,0.0,BangaloreCity,,,,,,
06-06-2002,26.2,21.6,31.5,,BangaloreCity,,,,,,
07-06-2002,26.8,22.3,31.3,,BangaloreCity,,,,,,
08-06-2002,26.7,22.3,32.1,,BangaloreCity,,,,,,
09-06-2002,26.1,22.5,30.9,,BangaloreCity,,,,,,
10-06-2002,24.2,21.3,,18.0,BangaloreCity,,,,,,
11-06-2002,24.0,21.0,30.0,63.0,BangaloreCity,,,,,,
12-06-2002,24.6,21.1,29.0,25.9,BangaloreCity,,,,,,
13-06-2002,24.6,,29.6,0.0,BangaloreCity,,,,,,
